row_id,screen_name,tweet_text,location,lat_coord,lon_coord
458,nodeceit1,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,United States,,
459,RettopNoj,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Australia, UK, Spain",,
460,Bernardo_Pirola,guess how long it took people to care ,Costa Rica,,
461,AsifIqbalKhn,asi data sciences which built tool to detect is web content worked with cambridge analytica affiliate on facebook and us election projects ,,,
462,lopcute,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,london,,
463,andymoz78,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,"Cambridge, England",,
464,mirianorthwind,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
465,KellanNelsen,go and team sensei on their unveil today crazy impressed by the vision of founders larry ellison and dr david agus ,,,
466,KirkChris,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
467,mzungu74,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Linlithgow,,
468,andymoz78,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"Cambridge, England",,
469,BlindJustice41,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,Cambridgeshire,,
470,DannyProl,facebook reworks privacy tools amid cambridge analytica uproar ,"Madrid, or a suitcase. DMs open.",,
471,Sifter,eu wants a clear game plan on fake news and voter data harvesting ahead of next year european elections after facebook cambridge analytica ,The North Ship,,
472,turks22,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,Lake District,,
473,andymoz78,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Cambridge, England",,
474,Westdal_Hayward,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"London, England",,
475,penvan83, he is funded by the nra installed by putin and didnt say nah to accepting the hacked facebook data by firm cambridge analytica,,,
476,PavlovN1kita,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,Україна,,
477,MiddleEastEye,asi data sciences which built tool to detect is web content worked with cambridge analytica affiliate on facebook and us election projects ,,,
478,IIekaro,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,,,
479,DoubleEagle49,will ferrell says he’s joining the movement ,U.S.A. ,,
480,jsnyder555,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
481,IIekaro,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,,,
482,IIekaro,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,,,
483,PavlovN1kita,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,Україна,,
484,euromoveAberdn,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Aberdeen, Scotland, Europe 🇪",,
485,WhizBangBaby,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,The Mountains,,
486,IIekaro,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,,,
487,PavlovN1kita,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,Україна,,
488,Right2LeftUK,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
489,peterjukes,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,London,,
490,EuropeanPenguin,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,European,,
491,meggalynx,as the us frets over facebook and cambridge analytica the eu sets tough new rules protecting citizen online data privacy ,DT has surpassed all my fears,,
492,Longtonian,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,European Union ,,
493,PavlovN1kita,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,Україна,,
494,Andrei_Cheh,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,Russia,,
495,FestivalSound1,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,England,,
496,Mpereira320,this is how cambridge analytica’s facebook targeting model really worked — according to the person who built it ,"Surrey, British Columbia",,
497,Andrei_Cheh,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,Russia,,
498,WhizBangBaby,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,The Mountains,,
499,Andrei_Cheh,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,Russia,,
500,TedDeCorte,how cambridge analytica’s facebook targeting model really worked – according to the person who built it ,Our Known Universe,,
501,niknickerson,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
502,tranceplanter,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
503,Balthier28,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"Los Angeles, CA",,
504,Nothingtofear,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,Northumberland UK,,
505,pam_nicholsmpz1,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,,,
506,tallventi,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,,,
507,Ephemeral321,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
508,MsDogmaa,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
509,Rongibbons6,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,East London,,
510,Mcr4EU,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"Manchester, England",,
511,Andrei_Cheh,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,Russia,,
512,HelenYates52,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"Glenrothes, Scotland",,
513,NealKRed,as the us frets over facebook and cambridge analytica the eu sets tough new rules protecting citizen online data privacy ,,,
514,mc12_55,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Vancouver, British Columbia",,
515,MikeMol1982, on the 27th march bbc news failed to even report chris wylie testimony to the on cambridge analytica and instead concentrated on outrage for mark zuckerberg you had to go online to know what was happening inexplicable and surely a little sinister,,,
516,bnnmrph,here is is the cambridge analytica facebook contract denied by facebook denied by cambridge analytica leaked by and published today by as part of uk parliament fake news inquiry ,,,
517,BarbaraSpurrel1,the extent of power and influence that facebook wields is like nothing else in history british historian says ,,,
518,smcardle45,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"England, United Kingdom",,
519,RuralLeader,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Scotland,,
520,crerandlegend,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,CO Derry,,
521,retireenjoy,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,UK:,,
522,scottish49,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
523,Nothingtofear,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Northumberland UK,,
524,MalkyMiller,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Ratho, Edinburgh",,
525,lejbaj,to catch up 1 facebook lost control of 50 million users’ data to cambridge analytica who weaponized it in the 2016 election 2 facebook has been freely giving backend data to ice without a warrant 3 facebook has been monitoring private calls and texts of android users ,,,
526,vicperotti,how cambridge analytica’s facebook targeting model really worked ,"rochester, ny",,
527,Skajolly,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"Colorado, USA",,
528,Zuperpie,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
529,koteraah,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,"West Midlands, England",,
530,Derby4Europe,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
531,CryptoHunter86,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,,,
532,Skajolly,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Colorado, USA",,
533,criteria681,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
534,hampson_d,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,Bridge of Weir,,
535,SachiKnight,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,"Shropshire, UK",,
536,Derby4Europe,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,,,
537,ukajkiwi,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,NZ,,
538,Derby4Europe,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
539,YYvnn,hmmmsteven bannon the uk ministry of defence cambridge analytica and facebook you say ,"London, England",,
540,Zuperpie,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,,,
541,MurphyOMurphy69,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,,,
542,tvThirdEyeF,foxnews 2 17pm facebook says it has suspended i cambridge analytica from its network ciiii inec ftc could probe whether,"San Francisco, CA",,
543,ArtemisCJD,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"Queensland, Australia",,
544,CathyMaiRu,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Toronto, Ontario",,
545,sabinasyogalife,forget russia hysteria or cambridge analytica it facebook and google you should be worried about theyre choosing your content for you and theyre filtering your content for you ,"North Carolina, USA",,
546,bryan14278,how cambridge analytica’s facebook targeting model really worked ,,,
547,SoggyMoggy50,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,Europe,,
548,Zuperpie,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
549,brahaminda,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,"Bolton, England",,
550,Preamble_LibDem,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
551,EducatingDonna,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"East Ayrshire, Scotland",,
552,DickCheneyFacts,a few good reasons to doubt the power of online psychological profiling and and via ,Deformed Herrenvolk Republic,,
553,trevdick,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,British Migrant. European,,
554,jsp2018,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,,,
555,DrWinTadd,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
556,aljohardy,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Wigan,,
557,LadyValetta,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,London,,
558,Iceman_cometh1,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,London,,
559,MarciaBarnes13,the cambridge analytica scandal exposes the mistake in allowing companies like facebook to self regulate in the first place ,Animal Planet in Arkansas,,
560,HerrDrGonzo,here is is the cambridge analytica facebook contract denied by facebook denied by cambridge analytica leaked by and published today by as part of uk parliament fake news inquiry ,"Woody Creek, Colorado",,
561,Iceman_cometh1,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,London,,
562,Dr_Bass,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Manchester,,
563,ToddBergin,users abandon facebook after cambridge analytica findings ,"Orange County, CA",,
564,boivlikmide1987,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,Ukraine,,
565,emmakyoto77,google has capabilities beyond george orwell’s wildest nightmares ,,,
566,FUKUGETAWARRANT,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,Arlington Virginia,,
567,CryptoHunter86,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,,,
568,Riccozzonss1,facebook latest data scandal is just the tip of the iceberg ,potchefstroom,,
569,Mufasa_3Z,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,,,
570,trapdoorcat,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,Central Scotland,,
571,grannybiddy,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,North of the Moor,,
572,Mufasa_3Z,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,,,
573,FbpeReynard,here is is the cambridge analytica facebook contract denied by facebook denied by cambridge analytica leaked by and published today by as part of uk parliament fake news inquiry ,,,
574,IsolatedBrit,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
575,Mufasa_3Z,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,,,
576,Mufasa_3Z,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,,,
577,cheianov,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,European Union,,
578,sveta6911,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,,,
579,sveta6911,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,,,
580,sveta6911,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,,,
581,NomisSilloc,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"Lisbon, Portugal",,
582,keads116,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Albuquerque, NM",,
583,sveta6911,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,,,
584,CryptoHunter86,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,,,
585,peter_garbett,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,,,
586,TPF1138,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Ireland,,
587,_____Daphne,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
588,shirleymcbrinn,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Kinross,,
589,music4ever77,‘of course there a wisconsin connection to the facebook scandal involving cambridge analytica and not surprisingly to some it involves longtime wisconsin gop operative mark block’ ,"Everywhere, USA",,
590,lightshinesinn,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
591,21stBPM, protection and our values ,"Leopoldshöhe, Deutschland",,
592,SchadeTom, facebook was informed that the app at the center of the data leak of 50 million users information could sell user data to third parties including cambridge analytica according to a financial times reports ,,,
593,sankarankoo,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
594,robertocastro,facebook says you have control over your personal information — but you dont really fb ,"Hamburg, Germany",,
595,NaomiPitcairn,it already clear that neither peter thiel nor palantir are going to suffer any serious consequences over their involvement in cambridge analytica facebook scandal just as they suffered none after team themis this is why were building pursuance,"Los Angeles, Ca",,
596,wicks99,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,West Sussex ,,
597,sarsbull,reclaiming the net from surveillance capitalism best thing i’ve read on cambridge analytica by ,,,
598,hrothmund_,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,European Union 🇪🇺,,
599,mark_silva_aus,“the other person has cleared” ,sydney nsw australia,,
600,DenitsaD,“why almost everything reported about the cambridge analytica facebook ‘hacking’ controversy is…” ,"Christchurch, New Zealand",,
601,iwonder51,next time someone says hillary was a weak candidate remember trump needed help from putin an army of russian trolls facebook comey cambridge analytica bernie sanders and jill stein and he still lost the popular vote ,,,
602,thinkdisruptive,peter thiel palantir worked with cambridge analytica on the facebook data whistleblower alleges data scandal keeps spiraling out of control reminscent of watergate but faster ,,,
603,healthware_intl,cambridge analytica scandal don’t blame facebook blame bad ethics gt check out our latest pov and watch the video below to learn seven key takeaway for marketers ,,,
604,SuzanneKochiss,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,"Virginia, USA",,
605,Scout342,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,European Union ,,
606,signalornoise,watch steve jobs talked about the importance of privacy in front of facebook ceo mark zuckerberg ,,,
607,ghajjien,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,,,
608,peacemaker77,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,"Oban, Scotland",,
609,jonatkey,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
610,sankarankoo,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
611,JulietMEvans,to clarify the contract shows gsr kogan company being commissioned to harvest the facebook on behalf of scl elections from which cambridge analytica was created below from on how he told facebook ,Colchester ,,
612,sankarankoo,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,,,
613,Lars9596,will ferrell says he’s joining the movement ,Planet Earth (mainly) #Neuland,,
614,xtaldave,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"London, YERP 🇪🇺",,
615,davemuse,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Manchester,,
616,voop,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
617,Fuerza_Mundial,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"California, USA",,
618,PTylerLords,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,London/Gloucestershire,,
619,paulturnerrugby,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,St Albans / Hertfordshire ,,
620,LeonHoffmanMD,cambridge analytica is the symptom not the disease how to prevent smart people from spreading dumb ideas ,NYC,,
621,A_l_e_x_405,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,Украина,,
622,geniejq,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Chalfont St Peter, Bucks, UK",,
623,HilaryBurrage,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,UK,,
624,jonatkey,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
625,c_kloukinas,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"London, United Kingdom",,
626,A_l_e_x_405,this reportage from kenya shows how devastating can the issue with be facebook has responsibility not only for the us but for every country in the world that uses this platform that must be our and their top priority ,Украина,,
627,TimCheeseman,the cambridge analytica facebook scandal requires us to rethink and use to create decentralised social media networks by ,"Queensland, Australia",,
628,A_l_e_x_405,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,Украина,,
629,foxandbhut,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Upper Largo Fife,,
630,stash62,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,Lanarkshire,,
631,JimmyKa72236240,world exclusive fmr top cambridge analytica executive now whistleblower facebook data policy has been exploitative and incredibly irresponsible ,,,
632,deejay90192,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,United States,,
633,A_l_e_x_405,a former cambridge analytica employee said the company absolutely planted fake news watch this video to learn how they used the data obtained from facebook these glimpses provide vital information about methods that fake news companies use ,Украина,,
634,DaVonTooMuch,think about it it took facebook cambridge analytica russia julian assange james comey the gop the lies about hillary clintontrump still won because of 70 000 votes between 3 states ,"L.A, KillaCali",,
635,CryptoHunter86,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,,,
636,Tanners1983,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
637,AstaMcCarthy,it already clear that neither peter thiel nor palantir are going to suffer any serious consequences over their involvement in cambridge analytica facebook scandal just as they suffered none after team themis this is why were building pursuance,"South Holland, The Netherlands",,
638,Hubblebubble8,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
639,DianaPowves,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,,,
640,romaynephoenix,reclaiming the net from surveillance capitalism best thing i’ve read on cambridge analytica by ,London UK,,
